,tokens,labels
3334,"But the play started fourty-five minutes late , and the star of the show , of whom I 'm a great fan an who was the mainly reason of why I decided to see the play , was changed for another actor , how turned out to be really bad .",1
3335,"You will understand how upseting all this was , and I decided to visit your restaurant , thinking that could save my visit to the theatre , but it was closed and I had to go back to my hotel felling mad an hungry .",1
3336,I think you realized why I 'm writting this letter to ask you to give my money back .,1
3337,"All the thing that were promised in your advertisement were not true , and it was definitly NOT the perfect evening out .",1
3338,Specting that you will solve this misunderstanding .,1
3339,"There 's no doubt that modern tecnology has changed our lives , but how ?",1
3340,"I think that some of the changes had been very good , like the impruvement to the medical science , that now can saved millions of persons that one hundred years ago were doomed to die or to live miserable lives .",1
3341,It has changed the ways in how people comunicate .,1
3342,"First the telegraph and the radio an now TV , the telephone and the Internet allowed people be in contact with others really quickly and distances arent now so difficult of overcome .",1
3343,"But tecnology had not only changed our lives in a good way , giving us thing that can make our lives more confortable , it had also thing that arent bad , but if they are in the hands of the wrong people they can destroy the world .",1
3344,"The weapons and the factories are destroing our planet and we need to realized that we have to use tecnology to impruve our lives , but always triying to respect nature .",1
3345,"Dear Madam Helen Ryan , I have received your letter yesterday .",1
3346,I really thanks for your organisation has given me the opportunities to go abroad U.S.A .,1
3347,"The date that I would like to travel , that will be nice to go on 1st of July .",1
3348,Because my summer holidays break is start at end of June .,1
3349,And I need few days to prepare my stuff .,1
3350,"Regarding to the accommodation , I would prefer to stay in tents more than log carbins because I have a lot of experiences of built up my own tents .",1
3351,When I was in highschool I used to be a member of the campfire .,1
3352,The activities that you have listed forms .,1
3353,"Some of the them I really interested in it , especially painting .",1
3354,"Since I was young , my dad he alway took me out to have live drawings , so now it became my hobbies .",1
3355,"And I think , it is nice to draw the beautiful landscapes of the place .",1
3356,"Beside drawings , swimming is my favourite as well .",1
3357,"When I was in highschool , I have joined in the swimming club .",1
3358,And I also participated in a few swimming competition .,1
3359,"Although I 'm not the best , but I have a lot of confident in it .",1
3360,"At last some of things I need to clarify , that is , what type of clothes and money do I need to prepared .",1
3361,Thanks again .,0
3362,I agree !,0
3363,Sometimes shopping is not always enjoyable .,0
3364,"For most of the people might think , why would I say that , because shopping is a very good entertainment especially for female , as me .",1
3365,"For frank , I like to shopping .",1
3366,Of course not because of buying things .,1
3367,I like to have window shopping that is good to go arround the shopping area .,1
3368,It would help you up to the date .,1
3369,What fashion is hit now .,1
3370,"But , when during any peak season , like Christmas , holidays or even during weekends .",1
3371,Then I can say I 'm definatly does n't feel any enjoyable .,1
3372,Because of the crowd .,1
3373,"For me I think , it is not shopping that is kind of suffering .",1
3374,"Especially , queue up for twenty minutes for just paying the money or waiting for the salesgirl getting your the right size of clothes .",1
3375,"So sometimes I do n't think shopping is enjoyable , and if there is any big festival , I would rather stay at home and watch television .",1
3376,"13.06.2000 Dear Mrs. Ryan , thank you very much for your letter .",1
3377,I am happy that I won the first prize and I am looking forward to travelling to California .,0
3378,You have had some questions which I would like to answer now : - Time of travelling : According to the vacations and school holidays in Germany I am only able to travel in July .,1
3379,Due to this fact I hope you can arrange it for me .,0
3380,- Accomodation : Log cabins would be nice for me to stay in when I am in California .,1
3381,You now that we are not used to living in such high temperatures in Germany as it will be then in California .,1
3382,I suppose I will have more fun if there is a cabin which is air conditioned .,0
3383,"If there are only tents available at this time it will not be a problem for me , too .",1
3384,- Activities : During my stay I would like to do swimming and surfing .,1
3385,I know it will be hot there and California is famous for its beaches .,0
3386,"I am a good swimmer and hope to improve my swimming style , too .",0
3387,"On the other side I have no experience in surfing , - I am an absolute beginner with high motivation .",1
3388,- Additional question : Could you tell me how much extra money is usually needed for a two week camping ?,1
3389,I am looking forward to getting further information from you .,0
3390,Greetings from Germany !,1
3391,"Yours sincerely Bruno Aachen "" Shopping is not always enjoyable "" .",0
3392,Before we can give our opinions on this statemant we have to make sure that everyone knows what we are discussing about .,1
3393,"' Shopping ' stands for buying goods for your daily requirements , e.g. food , clothes .",1
3394,We do not speak here about luxuary goods .,1
3395,"In this contest , shopping means a compulsory exercise you have to do regularly and frequently .",1
3396,It is not enjoyable if you look at it as a duty .,1
3397,But if you realize how important it is for your health what you buy you will go shopping with much more consiousness and joy than before .,1
3398,' Shopping ' could be annoying if you look at it as a waste of time because you do it every day .,1
3399,Reorganize your behaviour of shopping and plan to keep food in stock !,1
3400,Try the internet and use e-business and online-shopping to order your pants for example .,1
3401,This is even an appropriate way to get around unfriendly service you get to know if you have to buy something in a shop right before closing time .,1
3402,Choose your clothes at home after you have ordered them by e-mail !,1
3403,Another solution to get a friendlier service is of course to go to another shop .,1
3404,You have been presented some causes why shopping is not always enjoyable .,1
3405,There are ways of behaviour to make more fun of it .,1
